,rank,lForm,lemma,pos,wType,frequency,pmw,len_syll,len_mora,roma,syll,mora,K_acc_A,K_acc_B
1742,1521,トオ,十,名詞,和,6223,59.4862429,1,2,too,['トオ'],"['ト', 'オ']",1,0
1745,269,トオリ,通り,名詞,和,32098,306.8278038,2,3,toori,"['トオ', 'リ']","['ト', 'オ', 'リ']",0,1
1747,64,トキ,時,名詞,和,162023,1548.79311,2,2,toki,"['ト', 'キ']","['ト', 'キ']",0,1
1748,2078,トキドキ,時々,名詞,和,4528,43.2835783,4,4,tokidoki,"['ト', 'キ', 'ド', 'キ']","['ト', 'キ', 'ド', 'キ']",0,1
1761,88,トコロ,所,名詞,和,108040,1032.764531,3,3,tokoro,"['ト', 'コ', 'ロ']","['ト', 'コ', 'ロ']",1,0
1762,2401,トコロ,所,名詞,和,3833,36.6400079,3,3,tokoro,"['ト', 'コ', 'ロ']","['ト', 'コ', 'ロ']",1,0
1765,1080,トシ,年,名詞,和,8849,84.5884241,2,2,toshi,"['ト', 'シ']","['ト', 'シ']",0,1
1777,1547,トナリ,隣り,名詞,和,6120,58.5016562,3,3,tonari,"['ト', 'ナ', 'リ']","['ト', 'ナ', 'リ']",1,0
1779,2746,トビラ,扉,名詞,和,3265,31.2104424,3,3,tobira,"['ト', 'ビ', 'ラ']","['ト', 'ビ', 'ラ']",1,0
1783,270,トモ,共,名詞,和,32042,306.2924945,2,2,tomo,"['ト', 'モ']","['ト', 'モ']",1,0
1786,739,トモダチ,友達,名詞,和,12796,122.3181687,4,4,tomodachi,"['ト', 'モ', 'ダ', 'チ']","['ト', 'モ', 'ダ', 'チ']",1,0
1791,2118,トリ,鳥,名詞,和,4426,42.3085507,2,2,tori,"['ト', 'リ']","['ト', 'リ']",1,0
1794,2554,トリアツカイ,取り扱い,名詞,和,3559,34.0208161,5,6,toriatsukai,"['ト', 'リ', 'ア', 'ツ', 'カイ']","['ト', 'リ', 'ア', 'ツ', 'カ', 'イ']",0,1
1795,2354,トリクミ,取り組み,名詞,和,3921,37.4812081,4,4,torikumi,"['ト', 'リ', 'ク', 'ミ']","['ト', 'リ', 'ク', 'ミ']",0,1
1797,1958,トリシマリ,取り締まり,名詞,和,4820,46.0748338,5,5,torishimari,"['ト', 'リ', 'シ', 'マ', 'リ']","['ト', 'リ', 'シ', 'マ', 'リ']",0,1
1799,756,トリヒキ,取り引き,名詞,和,12470,119.201904,4,4,torihiki,"['ト', 'リ', 'ヒ', 'キ']","['ト', 'リ', 'ヒ', 'キ']",0,1
1809,953,ナ,名,名詞,和,9957,95.1799004,1,1,na,['ナ'],['ナ'],1,0
1818,82,ナカ,中,名詞,和,116641,1114.9823,2,2,naka,"['ナ', 'カ']","['ナ', 'カ']",0,1
1822,1274,ナカマ,仲間,名詞,和,7582,72.4770518,3,3,nakama,"['ナ', 'カ', 'マ']","['ナ', 'カ', 'マ']",0,1
1823,2667,ナカミ,中身,名詞,和,3374,32.2523836,3,3,nakami,"['ナ', 'カ', 'ミ']","['ナ', 'カ', 'ミ']",0,1
1826,1381,ナガレ,流れ,名詞,和,6874,65.7092131,3,3,nagare,"['ナ', 'ガ', 'レ']","['ナ', 'ガ', 'レ']",0,1
1833,811,ナシ,無し,名詞,和,11731,112.1377334,2,2,nashi,"['ナ', 'シ']","['ナ', 'シ']",1,0
1836,994,ナツ,夏,名詞,和,9481,90.6297716,2,2,natsu,"['ナ', 'ツ']","['ナ', 'ツ']",1,0
1839,75,ナナ,七,名詞,和,131055,1252.767083,2,2,nana,"['ナ', 'ナ']","['ナ', 'ナ']",0,1
1844,2477,ナベ,鍋,名詞,和,3685,35.2252619,2,2,nabe,"['ナ', 'ベ']","['ナ', 'ベ']",0,1
1845,1724,ナマ,生,名詞,和,5486,52.4411905,2,2,nama,"['ナ', 'マ']","['ナ', 'マ']",0,1
1846,569,ナマエ,名前,名詞,和,16024,153.1749245,2,3,namae,"['ナ', 'マエ']","['ナ', 'マ', 'エ']",1,0
1847,1568,ナミダ,涙,名詞,和,6050,57.8325196,3,3,namida,"['ナ', 'ミ', 'ダ']","['ナ', 'ミ', 'ダ']",0,1
1849,2309,ナラビ,並び,名詞,和,4018,38.4084403,3,3,narabi,"['ナ', 'ラ', 'ビ']","['ナ', 'ラ', 'ビ']",1,0
1862,1594,ニオイ,匂い,名詞,和,5949,56.8670511,2,3,nioi,"['ニ', 'オイ']","['ニ', 'オ', 'イ']",0,1
1866,1328,ニシ,西,名詞,和,7215,68.9688642,2,2,nishi,"['ニ', 'シ']","['ニ', 'シ']",1,0
1883,1915,ニワ,庭,名詞,和,4937,47.1932478,2,2,niwa,"['ニ', 'ワ']","['ニ', 'ワ']",1,0
1894,2124,ネガイ,願い,名詞,和,4408,42.136487,2,3,negai,"['ネ', 'ガイ']","['ネ', 'ガ', 'イ']",0,1
1896,1354,ネコ,猫,名詞,和,7037,67.2673455,2,2,neko,"['ネ', 'コ']","['ネ', 'コ']",0,1
1918,2447,ノコリ,残り,名詞,和,3733,35.6840984,3,3,nokori,"['ノ', 'コ', 'リ']","['ノ', 'コ', 'リ']",0,1
1924,2099,ノチ,後,名詞,和,4479,42.8151827,2,2,nochi,"['ノ', 'チ']","['ノ', 'チ']",0,1
1933,1660,ハ,歯,名詞,和,5706,54.5441912,1,1,ha,['ハ'],['ハ'],0,1
1934,1895,ハ,葉,名詞,和,5003,47.824148,1,1,ha,['ハ'],['ハ'],1,0
1936,832,バ,場,名詞,和,11470,109.6428098,1,1,ba,['バ'],['バ'],0,1
1938,97,バアイ,場合,名詞,和,96315,920.6841524,2,3,baai,"['バア', 'イ']","['バ', 'ア', 'イ']",0,1
1957,1755,ハコ,箱,名詞,和,5398,51.5999902,2,2,hako,"['ハ', 'コ']","['ハ', 'コ']",1,0
1960,2173,ハシ,橋,名詞,和,4309,41.1901367,2,2,hashi,"['ハ', 'シ']","['ハ', 'シ']",1,0
1962,859,ハジメ,始め,名詞,和,11027,105.4081311,3,3,hajime,"['ハ', 'ジ', 'メ']","['ハ', 'ジ', 'メ']",1,0
1963,1925,ハジメ,初め,名詞,和,4913,46.9638295,3,3,hajime,"['ハ', 'ジ', 'メ']","['ハ', 'ジ', 'メ']",1,0
1967,2694,ハシラ,柱,名詞,和,3335,31.879579,3,3,hashira,"['ハ', 'シ', 'ラ']","['ハ', 'シ', 'ラ']",0,1
1969,335,ハズ,筈,名詞,和,25475,243.5179233,2,2,hazu,"['ハ', 'ズ']","['ハ', 'ズ']",1,0
1974,1801,ハダ,肌,名詞,和,5268,50.3573079,2,2,hada,"['ハ', 'ダ']","['ハ', 'ダ']",0,1
1977,2527,ハタラキ,働き,名詞,和,3600,34.4127389,4,4,hataraki,"['ハ', 'タ', 'ラ', 'キ']","['ハ', 'タ', 'ラ', 'キ']",1,0
1981,1440,ハツ,初,名詞,和,6570,62.8032485,2,2,hatsu,"['ハ', 'ツ']","['ハ', 'ツ']",1,0
1998,540,ハナ,花,名詞,和,16968,162.1987094,2,2,hana,"['ハ', 'ナ']","['ハ', 'ナ']",0,1
1999,2164,ハナ,鼻,名詞,和,4334,41.429114,2,2,hana,"['ハ', 'ナ']","['ハ', 'ナ']",1,0
2000,174,ハナシ,話,名詞,和,48837,466.8374807,3,3,hanashi,"['ハ', 'ナ', 'シ']","['ハ', 'ナ', 'シ']",0,1
2003,493,ハハ,母,名詞,和,18720,178.9462424,2,2,haha,"['ハ', 'ハ']","['ハ', 'ハ']",1,0
2004,2018,ハバ,幅,名詞,和,4661,44.5549378,2,2,haba,"['ハ', 'バ']","['ハ', 'バ']",1,0
2005,1659,ババ,婆,名詞,和,5707,54.5537503,2,2,baba,"['バ', 'バ']","['バ', 'バ']",1,0
2006,1026,ハハオヤ,母親,名詞,和,9291,88.8135437,3,4,hahaoya,"['ハ', 'ハオ', 'ヤ']","['ハ', 'ハ', 'オ', 'ヤ']",1,0
2009,1663,ハラ,腹,名詞,和,5682,54.3147729,2,2,hara,"['ハ', 'ラ']","['ハ', 'ラ']",0,1
2013,1296,ハル,春,名詞,和,7417,70.8998013,2,2,haru,"['ハ', 'ル']","['ハ', 'ル']",0,1
2035,150,ヒ,日,名詞,和,59198,565.8792551,1,1,hi,['ヒ'],['ヒ'],1,0
2036,1325,ヒ,火,名詞,和,7245,69.2556371,1,1,hi,['ヒ'],['ヒ'],0,1
2042,1209,ヒガシ,東,名詞,和,7973,76.2146576,3,3,higashi,"['ヒ', 'ガ', 'シ']","['ヒ', 'ガ', 'シ']",1,0
2043,806,ヒカリ,光,名詞,和,11794,112.7399563,3,3,hikari,"['ヒ', 'カ', 'リ']","['ヒ', 'カ', 'リ']",0,1
2048,2300,ヒザ,膝,名詞,和,4025,38.4753539,2,2,hiza,"['ヒ', 'ザ']","['ヒ', 'ザ']",1,0
2053,1149,ヒダリ,左,名詞,和,8418,80.4684545,3,3,hidari,"['ヒ', 'ダ', 'リ']","['ヒ', 'ダ', 'リ']",0,1
2054,1972,ビックリ,びっくり,名詞,和,4793,45.8167382,3,4,bikkuri,"['ビッ', 'ク', 'リ']","['ビ', 'ッ', 'ク', 'リ']",0,1
2059,67,ヒト,人,名詞,和,156890,1499.72628,2,2,hito,"['ヒ', 'ト']","['ヒ', 'ト']",1,0
2062,1994,ヒトコト,一言,名詞,和,4740,45.3101062,4,4,hitokoto,"['ヒ', 'ト', 'コ', 'ト']","['ヒ', 'ト', 'コ', 'ト']",0,1
2063,483,ヒトビト,人々,名詞,和,18947,181.1161567,4,4,hitobito,"['ヒ', 'ト', 'ビ', 'ト']","['ヒ', 'ト', 'ビ', 'ト']",1,0
2064,234,ヒトリ,一人,名詞,和,37071,354.365179,3,3,hitori,"['ヒ', 'ト', 'リ']","['ヒ', 'ト', 'リ']",0,1
2066,2335,ヒビ,日々,名詞,和,3948,37.7393037,2,2,hibi,"['ヒ', 'ビ']","['ヒ', 'ビ']",1,0
2084,2171,ヒル,昼,名詞,和,4313,41.228373,2,2,hiru,"['ヒ', 'ル']","['ヒ', 'ル']",1,0
2090,2783,ヒロバ,広場,名詞,和,3205,30.6368967,3,3,hiroba,"['ヒ', 'ロ', 'バ']","['ヒ', 'ロ', 'バ']",0,1
2112,1447,フクロ,袋,名詞,和,6554,62.650303,3,3,fukuro,"['フ', 'ク', 'ロ']","['フ', 'ク', 'ロ']",0,1
2129,1421,フネ,船,名詞,和,6641,63.4819442,2,2,fune,"['フ', 'ネ']","['フ', 'ネ']",0,1
2136,1501,フユ,冬,名詞,和,6324,60.4517114,2,2,fuyu,"['フ', 'ユ']","['フ', 'ユ']",1,0
2140,2802,フリ,振り,名詞,和,3170,30.3023284,2,2,furi,"['フ', 'リ']","['フ', 'リ']",1,0
2150,2219,フロ,風呂,名詞,和,4193,40.0812817,2,2,furo,"['フ', 'ロ']","['フ', 'ロ']",0,1
2180,439,ヘヤ,部屋,名詞,和,20229,193.3709154,2,2,heya,"['ヘ', 'ヤ']","['ヘ', 'ヤ']",0,1
2219,189,ホカ,他,名詞,和,42896,410.0469024,2,2,hoka,"['ホ', 'カ']","['ホ', 'カ']",0,1
2224,2264,ホシ,星,名詞,和,4094,39.1349314,2,2,hoshi,"['ホ', 'シ']","['ホ', 'シ']",1,0
2238,386,ホトンド,殆ど,名詞,和,22554,215.5958093,3,4,hotondo,"['ホ', 'トン', 'ド']","['ホ', 'ト', 'ン', 'ド']",1,0
2239,2622,ホネ,骨,名詞,和,3457,33.0457885,2,2,hone,"['ホ', 'ネ']","['ホ', 'ネ']",0,1
2250,1100,マ,間,名詞,和,8617,82.3707142,1,1,ma,['マ'],['マ'],0,1
2258,111,マエ,前,名詞,和,80181,766.4577275,1,2,mae,['マエ'],"['マ', 'エ']",0,1
2271,551,マチ,町,名詞,和,16611,158.7861128,2,2,machi,"['マ', 'チ']","['マ', 'チ']",1,0
2272,1855,マチ,街,名詞,和,5099,48.741821,2,2,machi,"['マ', 'チ']","['マ', 'チ']",1,0
2273,1226,マチガイ,間違い,名詞,和,7887,75.3925755,3,4,machigai,"['マ', 'チ', 'ガイ']","['マ', 'チ', 'ガ', 'イ']",0,1
2277,1960,マツリ,祭り,名詞,和,4816,46.0365974,3,3,matsuri,"['マ', 'ツ', 'リ']","['マ', 'ツ', 'リ']",1,0
2279,1259,マド,窓,名詞,和,7691,73.5189931,2,2,mado,"['マ', 'ド']","['マ', 'ド']",0,1
2280,2671,マドグチ,窓口,名詞,和,3368,32.1950291,4,4,madoguchi,"['マ', 'ド', 'グ', 'チ']","['マ', 'ド', 'グ', 'チ']",0,1
2284,219,ママ,侭,名詞,和,39019,372.9862944,2,2,mama,"['マ', 'マ']","['マ', 'マ']",1,0
2288,2549,マル,丸,名詞,和,3568,34.1068479,2,2,maru,"['マ', 'ル']","['マ', 'ル']",1,0
2291,1109,マワリ,周り,名詞,和,8595,82.1604142,3,3,mawari,"['マ', 'ワ', 'リ']","['マ', 'ワ', 'リ']",1,0
2298,547,ミ,身,名詞,和,16682,159.4648085,1,1,mi,['ミ'],['ミ'],1,0
2302,897,ミギ,右,名詞,和,10669,101.9859754,2,2,migi,"['ミ', 'ギ']","['ミ', 'ギ']",1,0
2303,2761,ミギテ,右手,名詞,和,3236,30.9332286,3,3,migite,"['ミ', 'ギ', 'テ']","['ミ', 'ギ', 'テ']",1,0
2306,378,ミズ,水,名詞,和,23153,221.3217067,2,2,mizu,"['ミ', 'ズ']","['ミ', 'ズ']",1,0
2307,906,ミズカラ,自ら,名詞,和,10557,100.9153569,4,4,mizukara,"['ミ', 'ズ', 'カ', 'ラ']","['ミ', 'ズ', 'カ', 'ラ']",1,0
2308,563,ミセ,店,名詞,和,16203,154.8860024,2,2,mise,"['ミ', 'セ']","['ミ', 'セ']",0,1
2312,602,ミチ,道,名詞,和,15266,145.9291312,2,2,michi,"['ミ', 'チ']","['ミ', 'チ']",1,0
2317,1867,ミドリ,緑,名詞,和,5074,48.5028437,3,3,midori,"['ミ', 'ド', 'リ']","['ミ', 'ド', 'リ']",0,1
2318,183,ミナ,皆,名詞,和,44925,429.4423044,2,2,mina,"['ミ', 'ナ']","['ミ', 'ナ']",1,0
2320,1283,ミナミ,南,名詞,和,7545,72.1233653,3,3,minami,"['ミ', 'ナ', 'ミ']","['ミ', 'ナ', 'ミ']",1,0
2322,1049,ミミ,耳,名詞,和,9105,87.0355522,2,2,mimi,"['ミ', 'ミ']","['ミ', 'ミ']",0,1
2335,632,ムカシ,昔,名詞,和,14724,140.7481022,3,3,mukashi,"['ム', 'カ', 'シ']","['ム', 'カ', 'シ']",1,0
2338,1741,ムコウ,向こう,名詞,和,5435,51.9536767,2,3,mukou,"['ム', 'コウ']","['ム', 'コ', 'ウ']",1,0
2340,2678,ムシ,虫,名詞,和,3352,32.0420836,2,2,mushi,"['ム', 'シ']","['ム', 'シ']",1,0
2343,1113,ムスコ,息子,名詞,和,8579,82.0074687,3,3,musuko,"['ム', 'ス', 'コ']","['ム', 'ス', 'コ']",1,0
2345,667,ムスメ,娘,名詞,和,13928,133.1390632,3,3,musume,"['ム', 'ス', 'メ']","['ム', 'ス', 'メ']",1,0
2346,2461,ムダ,無駄,名詞,和,3714,35.5024756,2,2,muda,"['ム', 'ダ']","['ム', 'ダ']",1,0
2347,981,ムネ,胸,名詞,和,9637,92.1209903,2,2,mune,"['ム', 'ネ']","['ム', 'ネ']",1,0
2348,2215,ムネ,旨,名詞,和,4198,40.1290772,2,2,mune,"['ム', 'ネ']","['ム', 'ネ']",1,0
2349,731,ムラ,村,名詞,和,12891,123.2262826,2,2,mura,"['ム', 'ラ']","['ム', 'ラ']",1,0
2352,162,メ,目,名詞,和,54781,523.6567363,1,1,me,['メ'],['メ'],0,1
2378,813,モウシコミ,申し込み,名詞,和,11706,111.898756,4,5,moushikomi,"['モウ', 'シ', 'コ', 'ミ']","['モ', 'ウ', 'シ', 'コ', 'ミ']",0,1
2391,533,モト,元,名詞,和,17197,164.387742,2,2,moto,"['モ', 'ト']","['モ', 'ト']",0,1
2392,855,モト,下,名詞,和,11105,106.1537405,2,2,moto,"['モ', 'ト']","['モ', 'ト']",0,1
2398,36,モノ,物,名詞,和,276332,2641.483603,2,2,mono,"['モ', 'ノ']","['モ', 'ノ']",0,1
2399,249,モノ,者,名詞,和,34959,334.1763722,2,2,mono,"['モ', 'ノ']","['モ', 'ノ']",0,1
2400,1079,モノ,物,名詞,和,8858,84.6744559,2,2,mono,"['モ', 'ノ']","['モ', 'ノ']",0,1
2402,1490,モノガタリ,物語,名詞,和,6372,60.9105479,5,5,monogatari,"['モ', 'ノ', 'ガ', 'タ', 'リ']","['モ', 'ノ', 'ガ', 'タ', 'リ']",0,1
2406,1644,モリ,森,名詞,和,5758,55.0412641,2,2,mori,"['モ', 'リ']","['モ', 'リ']",1,0
2411,2228,ヤ,八,名詞,和,4168,39.8423044,1,1,ya,['ヤ'],['ヤ'],1,0
2421,2800,ヤシキ,屋敷,名詞,和,3171,30.3118875,3,3,yashiki,"['ヤ', 'シ', 'キ']","['ヤ', 'シ', 'キ']",0,1
2423,2313,ヤスミ,休み,名詞,和,4004,38.2746129,3,3,yasumi,"['ヤ', 'ス', 'ミ']","['ヤ', 'ス', 'ミ']",0,1
2425,775,ヤツ,奴,名詞,和,12186,116.4871212,2,2,yatsu,"['ヤ', 'ツ']","['ヤ', 'ツ']",1,0
2429,494,ヤマ,山,名詞,和,18625,178.0381284,2,2,yama,"['ヤ', 'マ']","['ヤ', 'マ']",0,1
2431,2590,ヤミ,闇,名詞,和,3497,33.4281522,2,2,yami,"['ヤ', 'ミ']","['ヤ', 'ミ']",0,1
2437,2080,ユ,湯,名詞,和,4527,43.2740192,1,1,yu,['ユ'],['ユ'],0,1
2439,2535,ユウガタ,夕方,名詞,和,3590,34.317148,3,4,yuugata,"['ユウ', 'ガ', 'タ']","['ユ', 'ウ', 'ガ', 'タ']",1,0
2450,1702,ユカ,床,名詞,和,5560,53.1485634,2,2,yuka,"['ユ', 'カ']","['ユ', 'カ']",1,0
2451,1406,ユキ,雪,名詞,和,6725,64.2849081,2,2,yuki,"['ユ', 'キ']","['ユ', 'キ']",1,0
2457,1340,ユビ,指,名詞,和,7104,67.9078048,2,2,yubi,"['ユ', 'ビ']","['ユ', 'ビ']",0,1
2458,809,ユメ,夢,名詞,和,11762,112.4340653,2,2,yume,"['ユ', 'メ']","['ユ', 'メ']",0,1
2477,1103,ヨコ,横,名詞,和,8612,82.3229188,2,2,yoko,"['ヨ', 'コ']","['ヨ', 'コ']",1,0
2484,2436,ヨノナカ,世の中,名詞,和,3761,35.9517531,4,4,yononaka,"['ヨ', 'ノ', 'ナ', 'カ']","['ヨ', 'ノ', 'ナ', 'カ']",1,0
2493,515,ヨル,夜,名詞,和,17707,169.26288,2,2,yoru,"['ヨ', 'ル']","['ヨ', 'ル']",0,1
2494,2485,ヨロコビ,喜び,名詞,和,3678,35.1583483,4,4,yorokobi,"['ヨ', 'ロ', 'コ', 'ビ']","['ヨ', 'ロ', 'コ', 'ビ']",0,1
2499,49,ヨン,四,名詞,和,212748,2033.678161,1,2,yon,['ヨン'],"['ヨ', 'ン']",1,0
2563,1884,ワカモノ,若者,名詞,和,5028,48.0631254,4,4,wakamono,"['ワ', 'カ', 'モ', 'ノ']","['ワ', 'カ', 'モ', 'ノ']",0,1
2564,2736,ワガヤ,我が家,名詞,和,3278,31.3347106,3,3,wagaya,"['ワ', 'ガ', 'ヤ']","['ワ', 'ガ', 'ヤ']",0,1
2567,2761,ワク,枠,名詞,和,3236,30.9332286,2,2,waku,"['ワ', 'ク']","['ワ', 'ク']",0,1
2568,120,ワケ,訳,名詞,和,73097,698.7411046,2,2,wake,"['ワ', 'ケ']","['ワ', 'ケ']",0,1
2579,436,ワライ,笑い,名詞,和,20264,193.7054837,2,3,warai,"['ワ', 'ライ']","['ワ', 'ラ', 'イ']",1,0
2581,1050,ワリ,割,名詞,和,9094,86.9304021,2,2,wari,"['ワ', 'リ']","['ワ', 'リ']",1,0
2582,1201,ワリアイ,割合,名詞,和,8064,77.0845352,3,4,wariai,"['ワ', 'リ', 'アイ']","['ワ', 'リ', 'ア', 'イ']",1,0
0,1320,アイ,愛,名詞,漢,7272,69.5137326,1,2,ai,['アイ'],"['ア', 'イ']",0,1
1,1774,アイサツ,挨拶,名詞,漢,5334,50.9882082,3,4,aisatsu,"['アイ', 'サ', 'ツ']","['ア', 'イ', 'サ', 'ツ']",1,0
73,1303,アン,案,名詞,漢,7376,70.5078784,1,2,an,['アン'],"['ア', 'ン']",0,1
74,1359,アンシン,安心,名詞,漢,7023,67.1335182,2,4,anshin,"['アン', 'シン']","['ア', 'ン', 'シ', 'ン']",0,1
75,523,アンゼン,安全,名詞,漢,17515,167.4275339,2,4,anzen,"['アン', 'ゼン']","['ア', 'ン', 'ゼ', 'ン']",0,1
76,876,アンテイ,安定,名詞,漢,10916,104.3470717,2,4,antei,"['アン', 'テイ']","['ア', 'ン', 'テ', 'イ']",0,1
77,1642,アンナイ,案内,名詞,漢,5762,55.0795005,2,4,annai,"['アン', 'ナイ']","['ア', 'ン', 'ナ', 'イ']",0,1
79,242,イイン,委員,名詞,漢,35454,338.9081238,1,3,iin,['イイン'],"['イ', 'イ', 'ン']",0,1
82,485,イカ,以下,名詞,漢,18939,181.039684,2,2,ika,"['イ', 'カ']","['イ', 'カ']",1,0
83,467,イガイ,以外,名詞,漢,19354,185.006708,2,3,igai,"['イ', 'ガイ']","['イ', 'ガ', 'イ']",1,0
86,2153,イガク,医学,名詞,漢,4348,41.5629413,3,3,igaku,"['イ', 'ガ', 'ク']","['イ', 'ガ', 'ク']",0,1
97,2271,イクセイ,育成,名詞,漢,4079,38.991545,3,4,ikusei,"['イ', 'ク', 'セイ']","['イ', 'ク', 'セ', 'イ']",0,1
100,642,イケン,意見,名詞,漢,14498,138.5877469,2,3,iken,"['イ', 'ケン']","['イ', 'ケ', 'ン']",1,0
101,2298,イゴ,以後,名詞,漢,4034,38.5613858,2,2,igo,"['イ', 'ゴ']","['イ', 'ゴ']",1,0
102,870,イコウ,以降,名詞,漢,10953,104.7007581,2,3,ikou,"['イ', 'コウ']","['イ', 'コ', 'ウ']",1,0
103,1269,イシ,医師,名詞,漢,7607,72.7160291,2,2,ishi,"['イ', 'シ']","['イ', 'シ']",0,1
105,1946,イシ,意思,名詞,漢,4846,46.3233702,2,2,ishi,"['イ', 'シ']","['イ', 'シ']",1,0
106,2790,イシ,意志,名詞,漢,3191,30.5030694,2,2,ishi,"['イ', 'シ']","['イ', 'シ']",1,0
107,1152,イジ,維持,名詞,漢,8413,80.420659,2,2,iji,"['イ', 'ジ']","['イ', 'ジ']",1,0
108,541,イシキ,意識,名詞,漢,16964,162.160473,3,3,ishiki,"['イ', 'シ', 'キ']","['イ', 'シ', 'キ']",1,0
109,2001,イシャ,医者,名詞,漢,4712,45.0424516,2,2,isha,"['イ', 'シャ']","['イ', 'シャ']",0,1
110,178,イジョウ,以上,名詞,漢,46675,446.1707191,3,3,ijou,"['イ', 'ジョ', 'ウ']","['イ', 'ジョ', 'ウ']",1,0
111,1763,イジョウ,異常,名詞,漢,5371,51.3418946,3,3,ijou,"['イ', 'ジョ', 'ウ']","['イ', 'ジョ', 'ウ']",1,0
112,1534,イス,椅子,名詞,漢,6154,58.8266654,2,2,isu,"['イ', 'ス']","['イ', 'ス']",1,0
114,716,イゼン,以前,名詞,漢,13099,125.2145742,2,3,izen,"['イ', 'ゼン']","['イ', 'ゼ', 'ン']",1,0
117,2519,イゾン,依存,名詞,漢,3617,34.5752435,2,3,izon,"['イ', 'ゾン']","['イ', 'ゾ', 'ン']",1,0
125,23,イチ,一,名詞,漢,507548,4851.699114,2,2,ichi,"['イ', 'チ']","['イ', 'チ']",1,0
126,770,イチ,位置,名詞,漢,12261,117.2040533,2,2,ichi,"['イ', 'チ']","['イ', 'チ']",1,0
127,2050,イチオウ,一応,名詞,漢,4592,43.8953603,3,4,ichiou,"['イ', 'チ', 'オウ']","['イ', 'チ', 'オ', 'ウ']",1,0
128,1863,イチジ,一時,名詞,漢,5078,48.5410801,3,3,ichiji,"['イ', 'チ', 'ジ']","['イ', 'チ', 'ジ']",1,0
131,640,イチブ,一部,名詞,漢,14520,138.798047,3,3,ichibu,"['イ', 'チ', 'ブ']","['イ', 'チ', 'ブ']",1,0
134,2692,イッキ,一気,名詞,漢,3339,31.9178153,2,3,ikki,"['イッ', 'キ']","['イ', 'ッ', 'キ']",1,0
135,2135,イッサイ,一切,名詞,漢,4388,41.9453051,2,4,issai,"['イッ', 'サイ']","['イ', 'ッ', 'サ', 'イ']",1,0
136,2631,イッシュ,一種,名詞,漢,3445,32.9310793,2,3,isshu,"['イッ', 'シュ']","['イ', 'ッ', 'シュ']",1,0
137,2103,イッシュン,一瞬,名詞,漢,4469,42.7195917,2,4,isshun,"['イッ', 'シュン']","['イ', 'ッ', 'シュ', 'ン']",1,0
138,392,イッショ,一緒,名詞,漢,22245,212.6420492,2,3,issho,"['イッ', 'ショ']","['イ', 'ッ', 'ショ']",0,1
139,1853,イッショウ,一生,名詞,漢,5103,48.7800574,3,4,isshou,"['イッ', 'ショ', 'ウ']","['イ', 'ッ', 'ショ', 'ウ']",1,0
142,2443,イッタイ,一体,名詞,漢,3740,35.7510121,2,4,ittai,"['イッ', 'タイ']","['イ', 'ッ', 'タ', 'イ']",1,0
144,2421,イッチ,一致,名詞,漢,3793,36.2576441,2,3,itchi,"['イッ', 'チ']","['イ', 'ッ', 'チ']",1,0
145,1338,イッテイ,一定,名詞,漢,7125,68.1085458,2,4,ittei,"['イッ', 'テイ']","['イ', 'ッ', 'テ', 'イ']",1,0
146,1335,イッパイ,一杯,名詞,漢,7136,68.2136958,2,4,ippai,"['イッ', 'パイ']","['イ', 'ッ', 'パ', 'イ']",1,0
148,338,イッパン,一般,名詞,漢,25347,242.2943592,2,4,ippan,"['イッ', 'パン']","['イ', 'ッ', 'パ', 'ン']",1,0
149,923,イッポウ,一方,名詞,漢,10294,98.4013151,2,4,ippou,"['イッ', 'ポウ']","['イ', 'ッ', 'ポ', 'ウ']",0,1
150,2606,イテン,移転,名詞,漢,3478,33.2465294,2,3,iten,"['イ', 'テン']","['イ', 'テ', 'ン']",1,0
151,1975,イデン,遺伝,名詞,漢,4787,45.7593837,2,3,iden,"['イ', 'デン']","['イ', 'デ', 'ン']",1,0
152,1092,イドウ,移動,名詞,漢,8740,83.5464828,2,3,idou,"['イ', 'ドウ']","['イ', 'ド', 'ウ']",1,0
153,1960,イナイ,以内,名詞,漢,4816,46.0365974,2,3,inai,"['イ', 'ナイ']","['イ', 'ナ', 'イ']",1,0
156,1428,イハン,違反,名詞,漢,6612,63.2047305,2,3,ihan,"['イ', 'ハン']","['イ', 'ハ', 'ン']",1,0
160,215,イミ,意味,名詞,漢,39279,375.4716588,2,2,imi,"['イ', 'ミ']","['イ', 'ミ']",1,0
165,1179,イライ,以来,名詞,漢,8161,78.0117673,2,3,irai,"['イ', 'ライ']","['イ', 'ラ', 'イ']",1,0
166,2243,イライ,依頼,名詞,漢,4139,39.5650907,2,3,irai,"['イ', 'ライ']","['イ', 'ラ', 'イ']",1,0
170,622,イリョウ,医療,名詞,漢,14881,142.2488799,3,3,iryou,"['イ', 'リョ', 'ウ']","['イ', 'リョ', 'ウ']",0,1
180,2313,インサツ,印刷,名詞,漢,4004,38.2746129,3,4,insatsu,"['イン', 'サ', 'ツ']","['イ', 'ン', 'サ', 'ツ']",1,0
181,1367,インショウ,印象,名詞,漢,6976,66.6842407,3,4,inshou,"['イン', 'ショ', 'ウ']","['イ', 'ン', 'ショ', 'ウ']",1,0
203,1559,ウチュウ,宇宙,名詞,漢,6078,58.1001742,3,3,uchuu,"['ウ', 'チュ', 'ウ']","['ウ', 'チュ', 'ウ']",1,0
